mac,hour_of_day,day_of_week,times_seen,lat,lon
1E:B3:C7:0D:25:77,9,4,1,115.852382,-31.972937
8E:95:DA:EB:E5:9B,9,4,1,115.852382,-31.972937
9E:4C:80:46:2C:D4,9,4,1,115.852353,-31.97296
8E:5E:27:AF:8A:F6,9,4,1,115.852353,-31.97296
52:A7:C0:E7:F1:B6,9,4,1,115.852353,-31.97296
46:8C:13:28:3F:52,9,4,1,115.852353,-31.97296
0A:28:A1:22:C0:19,9,4,1,115.852353,-31.97296
F6:24:D6:60:9F:4C,9,4,1,115.852353,-31.97296
06:D6:BD:5D:DB:B8,9,4,1,115.852353,-31.97296
DE:50:3F:C9:C1:C1,9,4,1,115.852353,-31.97296
16:35:5E:95:8D:AC,9,4,1,115.852353,-31.97296
62:E5:79:AE:5C:D3,9,4,1,115.852353,-31.97296
36:0D:D4:B7:3A:BD,9,4,1,115.852343,-31.97297
A6:03:12:9E:8C:AC,9,4,1,115.852343,-31.97297
6E:BC:FA:2A:30:38,9,4,1,115.852343,-31.97297
EA:5C:5D:93:E6:93,9,4,1,115.852355,-31.972965
CE:CE:2B:E6:EC:08,9,4,1,,
96:BC:E8:0E:43:8E,9,4,1,,
96:E3:1C:84:50:BC,9,4,1,,
E6:93:C8:A8:DD:41,9,4,1,115.852387,-31.972948
9A:6A:C2:A6:57:9A,9,4,1,115.852387,-31.972948
4A:82:AF:47:C5:B7,9,4,1,115.852387,-31.972948
C6:8B:63:FF:D0:CD,9,4,1,115.852387,-31.972948
D0:DB:B7:55:F8:15,9,4,2,,
7A:D7:AD:F9:09:35,9,4,1,115.852387,-31.972948
56:28:5B:A5:30:95,9,4,1,,
9A:97:1F:0B:4B:42,9,4,1,115.852387,-31.972948
5A:F1:5F:22:F4:9E,9,4,1,,
76:89:41:A8:64:5B,9,4,1,115.8524,-31.972942
C4:D9:87:1A:71:24,9,4,4,,
56:94:75:40:84:A1,9,4,1,115.8524,-31.972942
26:FC:71:AD:3E:BA,9,4,5,115.852407,-31.972872
26:FC:71:AD:3E:BA,9,4,5,115.852407,-31.972872
26:FC:71:AD:3E:BA,9,4,5,115.852407,-31.972872
26:FC:71:AD:3E:BA,9,4,5,115.8524,-31.972795
CA:18:13:33:14:73,9,4,2,115.852428,-31.972863
B2:6F:2C:60:2D:F6,9,4,1,115.8524,-31.972942
16:97:09:E9:76:33,9,4,1,115.8524,-31.972942
CE:47:5B:3B:2D:A5,9,4,1,115.8524,-31.972942
2E:A7:64:7D:67:42,9,4,1,115.85241,-31.972933
EA:35:D0:C6:71:38,9,4,1,115.85241,-31.97293
56:FB:FB:16:21:70,9,4,1,115.85241,-31.97293
C0:E4:34:26:91:29,9,4,7,,
06:CC:A4:17:90:CC,9,4,1,,
0A:7C:2F:52:95:74,9,4,1,115.852412,-31.972932
C2:CD:EC:FD:03:0F,9,4,1,115.852412,-31.972932
1A:C0:35:AE:72:6F,9,4,1,115.852415,-31.972933
4A:55:8E:DE:0B:C8,9,4,1,115.852415,-31.972933
6E:07:A8:13:6B:E4,9,4,1,115.852423,-31.972933
90:CA:FA:B5:96:A4,9,4,1,,
82:A8:BA:C7:29:65,9,4,1,115.852423,-31.972933
3E:A3:EB:12:7E:E8,9,4,1,115.852423,-31.972933
6C:1C:71:7C:5D:51,9,4,1,,
5A:52:6D:EC:E2:F2,9,4,1,115.852425,-31.972913
FA:DD:5F:B7:AA:BA,9,4,1,115.852425,-31.972913
EA:B4:73:B0:9C:A7,9,4,1,115.852425,-31.972913
C6:80:A6:48:B8:C1,9,4,1,115.852425,-31.972913
72:CB:71:0F:09:2E,9,4,1,115.852425,-31.972913
92:35:91:97:A9:AE,9,4,1,,
BA:99:DA:53:BF:4C,9,4,1,,
C2:6A:43:C0:22:80,9,4,1,115.852425,-31.972913
DA:A1:19:F6:98:9E,9,4,1,,
F8:0F:F9:86:D5:47,9,4,1,,
76:B7:B4:3D:93:F6,9,4,1,115.852428,-31.9729
76:BB:BF:85:61:80,9,4,1,115.85243,-31.972892
D2:FB:A4:B9:6F:06,9,4,1,115.852422,-31.972882
82:41:B2:4B:58:E8,9,4,1,115.852427,-31.972885
6E:62:B3:0F:B2:62,9,4,1,115.852427,-31.972885
1E:73:B4:43:87:73,9,4,1,115.852427,-31.972885
5A:DD:C7:9E:4F:B3,9,4,1,115.852422,-31.972882
52:3F:75:E6:78:D0,9,4,1,115.852422,-31.972882
92:92:89:13:E3:E8,9,4,1,115.852418,-31.972873
7E:08:E0:5D:EB:73,9,4,1,,
D6:50:B9:0E:E5:3D,9,4,1,115.852418,-31.972873
42:C9:38:9A:3D:B7,9,4,1,115.852417,-31.97287
CA:7E:6F:2D:75:E7,9,4,1,115.852417,-31.97287
16:C4:1F:F8:43:6F,9,4,1,115.852417,-31.97287
DC:41:A9:1C:E2:B0,9,4,3,,
A4:11:62:22:69:A4,9,4,1,,
0A:84:32:77:A6:E4,9,4,1,,
82:4D:AE:B8:2F:C7,9,4,1,115.852393,-31.972875
6A:15:81:F7:E5:9F,9,4,1,115.852387,-31.972875
A2:3D:6F:A2:E9:D2,9,4,1,115.852387,-31.972875
02:A0:9A:08:09:A4,9,4,1,115.852387,-31.972875
62:CD:6F:6D:59:34,9,4,1,115.852387,-31.972875
A2:71:5A:6D:EC:36,9,4,1,115.852387,-31.972875
56:B4:54:C5:35:07,9,4,1,115.852387,-31.972875
6A:84:0A:F2:F3:F3,9,4,1,115.85238,-31.972873
9A:45:28:BA:4F:D1,9,4,1,115.85238,-31.972873
C2:FE:45:0E:F4:44,9,4,1,115.852373,-31.972878
9E:3B:A6:BB:FC:D0,9,4,1,115.852373,-31.972878
8A:2A:4E:89:DA:65,9,4,1,115.852373,-31.972878
22:F5:E4:DF:27:68,9,4,1,115.85237,-31.972875
BA:BA:D1:A2:76:D2,9,4,1,115.85237,-31.972875
AA:FB:57:50:41:21,9,4,1,,
1E:38:C8:3C:A2:47,9,4,1,,
D6:02:77:81:31:D6,9,4,1,115.85237,-31.972875
F2:7C:27:A3:A0:9A,9,4,1,115.85237,-31.972875
3A:6C:A2:C1:E0:19,9,4,1,,
7A:86:AF:E4:4F:22,9,4,1,,
6C:1C:71:10:B7:F7,9,4,2,,
D6:E7:53:9D:51:E0,9,4,1,115.85237,-31.972875
2E:4B:38:42:D7:36,9,4,1,115.85237,-31.972875
26:E4:7C:BF:B1:52,9,4,1,115.85237,-31.972875
5A:61:B6:20:1D:77,9,4,1,,
A6:F3:C6:92:C4:94,9,4,1,115.85237,-31.972875
B6:43:4C:F9:70:EF,9,4,1,115.852367,-31.972875
92:30:1D:FE:E1:6A,9,4,1,115.852367,-31.972875
FE:03:53:17:E6:8D,9,4,1,115.852367,-31.972875
0E:86:40:7F:44:5C,9,4,1,,
D6:A4:58:65:C3:15,9,4,1,115.852367,-31.972875
9C:A5:25:D7:55:53,9,4,3,,
C2:89:1B:E4:CE:BE,9,4,1,115.852367,-31.972875
D2:1C:9F:15:D6:48,9,4,1,115.852367,-31.972875
A6:59:F3:95:DE:14,9,4,1,,
F2:33:A0:A7:8E:34,9,4,1,115.852375,-31.972868
0E:77:46:E7:16:E5,9,4,1,115.852375,-31.972868
46:C4:15:00:FC:5D,9,4,1,115.852375,-31.972868
F2:70:3E:F0:B7:5E,9,4,1,115.852375,-31.972867
EE:F3:0C:72:D0:7C,9,4,1,115.852375,-31.972867
E6:10:AB:EC:8A:A6,9,4,1,115.852373,-31.972867
E2:32:A1:69:E1:6F,9,4,1,115.852373,-31.972867
3E:4A:7F:1B:9F:BA,9,4,1,115.852373,-31.972867
C2:AB:31:C8:4C:70,9,4,1,115.852373,-31.972867
7A:9A:FC:5C:CF:73,9,4,1,115.852373,-31.972867
2E:5D:AD:B6:4A:B5,9,4,1,115.852372,-31.972868
56:F9:F2:05:08:2E,9,4,2,115.852367,-31.972868
56:F9:F2:05:08:2E,9,4,2,115.852398,-31.972878
A4:91:B1:7E:F6:17,9,4,8,,
D8:07:B6:CF:7E:BB,9,4,3,,
0E:9A:F1:8E:05:4A,9,4,1,115.85237,-31.97287
6E:70:90:DA:E5:59,9,4,1,115.85237,-31.97287
A2:CD:EE:C2:FF:9F,9,4,1,115.85237,-31.97287
2A:CE:64:F8:E6:63,9,4,1,,
E2:CE:5F:9C:05:88,9,4,5,115.852367,-31.972868
E2:CE:5F:9C:05:88,9,4,5,115.852402,-31.972865
E2:CE:5F:9C:05:88,9,4,5,115.852437,-31.972845
E2:CE:5F:9C:05:88,9,4,5,115.852437,-31.972845
E2:CE:5F:9C:05:88,9,4,5,115.85244,-31.972873
26:67:16:B5:FC:11,9,4,1,,
12:7C:F0:39:E4:16,9,4,1,115.852367,-31.972868
0E:0B:B9:43:31:7A,9,4,1,115.852367,-31.972868
F6:D7:35:7E:ED:72,9,4,8,115.85238,-31.972858
F6:D7:35:7E:ED:72,9,4,8,115.8524,-31.97289
F6:D7:35:7E:ED:72,9,4,8,115.852477,-31.972863
F6:D7:35:7E:ED:72,9,4,8,115.852477,-31.972863
F6:D7:35:7E:ED:72,9,4,8,115.852473,-31.972843
F6:D7:35:7E:ED:72,9,4,8,115.852362,-31.97284
F6:D7:35:7E:ED:72,9,4,8,115.852442,-31.972885
66:DF:2A:B0:41:FD,9,4,1,,
56:BB:89:70:EB:8A,9,4,1,115.852367,-31.972868
1E:A3:F4:35:49:DB,9,4,1,115.852367,-31.972868
FE:80:EC:07:73:AD,9,4,1,115.852367,-31.972868
24:4B:FE:7C:DA:DB,9,4,1,,
46:36:CD:17:D2:25,9,4,1,115.852367,-31.972868
A6:28:6C:BE:F5:D8,9,4,1,,
F6:0F:2D:6D:A1:E8,9,4,1,,
EA:F2:EE:49:9D:4B,9,4,1,115.852378,-31.972863
9A:5E:02:A5:59:36,9,4,1,115.852378,-31.972863
72:4B:C2:CE:81:E6,9,4,1,115.852378,-31.972863
46:03:A8:00:59:E2,9,4,1,115.852378,-31.972863
EA:F8:09:9C:92:E2,9,4,1,115.852378,-31.972863
7A:6C:FD:1A:EA:2A,9,4,1,115.852378,-31.972863
9E:00:3F:80:EC:CC,9,4,1,115.852378,-31.972863
8E:08:20:07:6F:50,9,4,1,115.852403,-31.97285
E6:4C:63:00:D0:D2,9,4,1,,
3E:AB:42:C5:1C:B9,9,4,1,115.852403,-31.97285
FE:00:21:FF:F2:75,9,4,1,,
8E:DC:73:3C:44:D8,9,4,1,,
D6:73:83:B1:BA:E3,9,4,1,,
8E:2A:73:4D:83:A6,9,4,1,115.852403,-31.97285
70:A7:41:F7:8F:FF,9,4,1,,
82:F5:32:AB:CB:2D,9,4,1,115.852403,-31.97285
1E:13:69:B3:94:BE,9,4,1,,
66:8C:86:A8:E1:FD,9,4,1,,
22:1D:C5:BB:E7:93,9,4,1,115.852408,-31.972847
42:64:2A:B7:90:30,9,4,1,115.852408,-31.972847
AE:09:C2:63:91:39,9,4,1,115.852408,-31.972847
E2:65:D6:4B:A6:B3,9,4,1,115.85241,-31.972843
5A:2F:29:80:DD:F9,9,4,1,,
A2:20:71:61:34:12,9,4,1,115.852412,-31.972843
FE:8C:D1:B4:7F:04,9,4,1,115.852412,-31.972843
2E:99:E7:34:64:47,9,4,1,115.852413,-31.972845
F6:36:23:48:35:87,9,4,1,115.852413,-31.972845
BE:0D:6F:91:65:F4,9,4,1,115.852413,-31.972845
66:32:BD:82:C5:15,9,4,1,115.852413,-31.972845
72:F4:B6:5B:43:02,9,4,1,,
2E:F9:A4:62:B8:B6,9,4,1,115.85241,-31.972847
F2:2F:DD:1B:42:3B,9,4,1,,
F6:98:2F:C3:A9:B0,9,4,1,115.85241,-31.972847
AE:46:0F:37:CB:A4,9,4,1,115.85241,-31.972847
16:86:19:08:E8:9B,9,4,1,115.85241,-31.972847
5A:32:A4:34:BF:C7,9,4,1,115.852403,-31.97285
02:DC:C0:C0:87:0B,9,4,1,115.852403,-31.97285
DA:67:25:5F:52:64,9,4,1,115.852403,-31.97285
BE:FB:29:09:34:D5,9,4,1,115.8524,-31.972853
6A:5D:D4:D7:59:0A,9,4,1,115.8524,-31.972853
06:33:34:F3:77:43,9,4,1,115.8524,-31.972853
AA:7E:2F:BC:77:0C,9,4,1,115.8524,-31.972853
26:3F:82:E9:26:A2,9,4,1,115.8524,-31.972853
76:2C:A2:B4:32:DF,9,4,1,,
A0:C5:89:00:FF:55,9,4,1,,
BA:10:5E:29:64:60,9,4,1,115.8524,-31.972853
AE:0E:57:59:EE:4D,9,4,1,,
1A:F9:EC:92:46:01,9,4,1,115.852392,-31.972863
16:F0:AA:BD:C5:3A,9,4,1,115.852392,-31.972863
D6:EA:21:32:E4:C6,9,4,1,115.852392,-31.972863
DA:65:7E:EB:99:4D,9,4,1,115.852392,-31.972863
06:B2:10:53:B5:C1,9,4,1,115.852392,-31.972863
F2:8C:B1:3A:3E:61,9,4,1,115.852397,-31.972868
BE:DD:84:CB:4C:1C,9,4,1,115.852397,-31.972868
76:4A:46:BD:F0:AC,9,4,1,115.852397,-31.972868
8E:88:0B:7B:CB:AC,9,4,1,115.852397,-31.972868
AA:63:EE:F8:17:DA,9,4,1,115.852397,-31.972868
5E:0C:70:1F:28:8B,9,4,1,115.852397,-31.972868
BE:E2:ED:87:42:E7,9,4,1,115.852397,-31.972868
C2:D4:6B:64:29:38,9,4,1,115.8524,-31.972892
F2:2C:97:7F:E0:98,9,4,1,115.8524,-31.972892
86:8F:B2:49:71:85,9,4,1,,
2A:01:FE:29:54:78,9,4,1,,
64:A2:00:0D:31:9B,9,4,1,,
56:F6:D8:22:F5:DA,9,4,1,115.852398,-31.9729
6A:E6:C6:76:A0:00,9,4,1,115.852398,-31.9729
FE:68:6D:F6:F1:E2,9,4,1,115.852398,-31.972902
72:95:4B:AC:F6:7F,9,4,1,115.852398,-31.972902
D6:16:79:83:12:C2,9,4,1,115.852398,-31.972902
42:A9:D4:BC:CB:A4,9,4,1,115.852398,-31.972902
9E:84:02:E8:0D:EC,9,4,1,115.852398,-31.972902
8A:8B:EA:0D:B2:DD,9,4,1,115.852398,-31.972902
3A:5E:B9:3F:5A:3C,9,4,1,115.852383,-31.972915
1E:59:91:C9:F9:04,9,4,1,115.852383,-31.972915
9A:2A:CC:06:C3:4E,9,4,1,115.852383,-31.972915
CA:D2:A7:A4:80:C6,9,4,1,115.852383,-31.972915
D2:E2:72:FA:57:47,9,4,1,,
6A:AA:B0:21:12:98,9,4,1,115.8523,-31.972932
92:90:F4:5D:26:A6,9,4,1,115.8523,-31.972932
4A:CF:95:DF:B3:C9,9,4,1,,
1A:56:6C:BF:C1:4B,9,4,1,,
AA:FA:1C:BC:97:12,9,4,1,115.852295,-31.972907
42:84:05:37:6A:74,9,4,1,115.852295,-31.972907
D4:5D:64:B7:79:96,9,4,1,,
E2:67:17:DB:B3:1D,9,4,1,115.852303,-31.972898
B2:48:81:AC:57:7E,9,4,1,115.852308,-31.972898
2A:B6:CE:15:BC:B7,9,4,1,,
A6:DF:8F:D4:4C:11,9,4,1,115.852308,-31.972898
AE:81:3A:1B:FF:3F,9,4,1,115.852308,-31.972898
3A:92:19:37:68:EC,9,4,1,115.852308,-31.972898
2E:F3:1A:34:FC:7A,9,4,1,115.852308,-31.972898
7E:36:FD:AA:9B:0F,9,4,1,,
F2:08:B6:13:49:26,9,4,1,115.852313,-31.972898
0E:C9:D7:15:57:61,9,4,1,115.852313,-31.972898
D6:25:2F:AD:8C:5E,9,4,1,,
02:81:B1:F0:13:36,9,4,1,,
46:16:95:15:6E:E2,9,4,1,115.852325,-31.972903
52:3B:BE:72:6F:3B,9,4,1,115.852325,-31.972903
DE:7B:A3:92:F6:5D,9,4,1,115.852333,-31.9729
3A:0E:0C:89:34:81,9,4,1,115.852333,-31.9729
AE:E0:BB:6B:3D:A4,9,4,1,115.85234,-31.972895
32:91:72:07:47:43,9,4,1,115.85234,-31.972895
D2:F2:87:D9:73:EF,9,4,1,,
62:2C:C8:A9:B4:81,9,4,1,115.852343,-31.972885
EA:0E:7B:5C:0C:7B,9,4,1,,
D2:13:2D:9B:3E:A5,9,4,1,115.852343,-31.972885
66:F3:E9:CD:B9:70,9,4,1,115.852347,-31.972885
7E:57:2B:14:45:2D,9,4,1,115.852347,-31.972885
AE:B0:2F:19:21:E8,9,4,1,115.85235,-31.97289
F6:B7:C5:EA:8C:C3,9,4,1,,
22:AD:04:31:D6:32,9,4,1,115.85235,-31.97289
CA:A1:38:31:09:45,9,4,1,115.85235,-31.97289
AA:B5:E9:3F:76:F7,9,4,1,115.852352,-31.972892
1E:90:82:78:CC:25,9,4,1,,
C6:D1:08:A2:43:B7,9,4,1,115.852352,-31.972892
1A:A0:AA:08:FB:88,9,4,1,115.852352,-31.972892
EE:19:40:D5:5A:3C,9,4,1,115.85235,-31.972892
C6:6A:E3:2F:B9:7D,9,4,1,115.852355,-31.972895
FE:6D:B2:08:0A:E3,9,4,1,115.852355,-31.972895
76:2F:D2:38:E3:5A,9,4,1,115.852355,-31.972895
26:BB:ED:5D:42:D5,9,4,1,115.852355,-31.972895
22:6B:E5:0A:C0:6A,9,4,1,115.852355,-31.972895
4E:60:7F:FB:DC:96,9,4,1,115.852355,-31.972895
62:C8:E8:3C:0E:2F,9,4,1,115.852355,-31.972895
5A:10:27:5A:4B:E6,9,4,1,115.852355,-31.972895
7E:6C:BE:9F:20:8B,9,4,1,115.852355,-31.972895
AA:76:29:95:FA:72,9,4,1,115.852355,-31.972895
8A:2A:95:B8:C1:D4,9,4,1,115.852355,-31.972895
5E:65:E8:28:10:12,9,4,1,115.852355,-31.972895
F6:F7:80:68:BF:EC,9,4,1,115.852355,-31.972895
48:A6:B8:1F:6E:92,9,4,2,,
0E:14:77:D2:EA:83,9,4,1,,
DA:21:68:EE:91:28,9,4,1,115.852353,-31.972893
82:D7:F6:7B:44:79,9,4,1,115.852353,-31.972893
5A:13:9E:4F:66:74,9,4,1,115.852355,-31.972897
26:03:D7:E4:0E:FB,9,4,1,,
76:93:D3:7F:E0:6C,9,4,1,,
2E:89:5E:E4:F0:7E,9,4,1,115.852355,-31.972897
00:0E:58:F3:8A:62,9,4,2,,
4E:E8:9F:7B:B0:18,9,4,1,115.852355,-31.972897
26:C9:DC:66:8B:1F,9,4,1,115.852363,-31.972893
A6:A9:35:31:6A:13,9,4,1,,
D2:21:DE:EE:10:76,9,4,1,115.852363,-31.972893
7E:BE:C9:65:29:78,9,4,1,,
CA:25:FC:25:2A:F3,9,4,1,,
7A:42:11:10:90:C8,9,4,1,,
82:39:D4:44:50:59,9,4,1,,
12:6C:56:F1:8C:93,9,4,1,115.852378,-31.972888
0A:4D:BB:BA:AA:CA,9,4,1,115.852378,-31.972888
66:0F:F0:8D:D4:D7,9,4,1,115.852378,-31.972888
8A:D5:C5:5F:1F:4A,9,4,1,115.852378,-31.972885
E6:2D:D2:34:EE:87,9,4,1,115.852378,-31.972885
62:0C:07:C5:99:39,9,4,1,115.852378,-31.972885
A6:7E:6B:FA:07:DA,9,4,1,115.852377,-31.972887
0E:FA:CB:A0:31:99,9,4,1,115.852375,-31.972888
4A:D6:59:C7:C3:4A,9,4,1,115.852375,-31.972888
F6:6C:AC:B8:DC:1D,9,4,1,115.852375,-31.972888
12:01:B7:3E:7E:73,9,4,1,,
46:E5:CF:B8:38:31,9,4,1,115.852375,-31.972888
56:51:E5:84:05:81,9,4,1,115.852375,-31.972888
9A:17:0A:18:95:C4,9,4,1,115.852375,-31.972888
2A:BD:2B:89:EC:24,9,4,1,,
96:CA:55:0C:F9:62,9,4,1,115.852368,-31.972888
0E:B2:09:93:37:76,9,4,1,115.852368,-31.972888
8E:88:FB:1A:E3:CD,9,4,1,115.852365,-31.972888
56:D9:3F:06:B7:5D,9,4,1,,
16:C6:67:1F:E6:AE,9,4,1,115.852367,-31.972888
CA:17:D3:2D:50:FB,9,4,1,115.852367,-31.972888
BA:74:8E:E4:90:BF,9,4,1,115.852367,-31.972888
7A:A8:63:4F:A1:2F,9,4,1,115.852367,-31.972888
00:06:C6:51:E0:C5,9,4,1,115.852395,-31.972863
06:54:20:3C:20:3E,9,4,1,115.852373,-31.972885
D2:E6:E9:2E:14:30,9,4,1,115.852373,-31.972885
C2:AA:92:6B:FE:4B,9,4,1,115.85238,-31.972882
EA:6A:94:E9:C6:CE,9,4,1,115.85239,-31.972883
76:A7:31:E9:0C:DF,9,4,1,115.852393,-31.972883
96:B7:8B:61:5B:97,9,4,1,115.852393,-31.972883
8E:AF:5C:C6:0D:9B,9,4,1,115.852393,-31.972882
86:E3:72:97:C3:22,9,4,1,115.852393,-31.972882
DE:45:D6:53:9C:4B,9,4,1,,
9A:CE:36:90:F0:22,9,4,1,115.852393,-31.972882
DE:77:68:5D:C3:6F,9,4,1,115.852393,-31.972882
EA:B9:CF:75:30:A0,9,4,1,115.852393,-31.972882
AE:AE:33:15:A0:D7,9,4,1,115.852393,-31.972882
D0:37:45:0D:53:8F,9,4,5,,
3E:95:F5:27:4B:B7,9,4,1,115.852397,-31.97288
9E:3F:0A:1E:57:D5,9,4,1,,
DE:83:15:32:F0:B2,9,4,1,,
3E:61:E8:16:6C:54,9,4,4,115.852397,-31.97288
3E:61:E8:16:6C:54,9,4,4,115.852358,-31.97291
3E:61:E8:16:6C:54,9,4,4,115.852478,-31.972822
3E:61:E8:16:6C:54,9,4,4,115.852288,-31.972895
78:AB:BB:E7:FB:19,9,4,2,,
32:05:0A:65:A9:CF,9,4,1,115.8524,-31.972878
A2:77:EE:CC:C6:D2,9,4,1,,
4A:3C:E2:73:0D:8E,9,4,1,115.8524,-31.972878
B2:96:B6:7C:5B:42,9,4,1,,
D2:36:D4:CC:45:D3,9,4,1,115.8524,-31.972878
6E:09:D0:2D:48:A9,9,4,1,,
2E:46:E5:AF:DE:23,9,4,1,115.8524,-31.972878
B2:AC:84:F9:B9:55,9,4,1,115.852397,-31.97287
02:A3:42:9B:92:9F,9,4,1,115.852397,-31.97287
0E:5B:36:D3:BA:42,9,4,1,115.852395,-31.972863
6A:C5:60:59:B0:C8,9,4,1,115.852395,-31.972863
BA:6C:36:CC:ED:6C,9,4,1,115.852395,-31.972863
80:58:F8:0A:BE:A7,9,4,1,115.852395,-31.972863
BE:FE:E2:FE:D3:0B,9,4,1,115.852395,-31.972862
76:27:20:4A:E6:F7,9,4,1,115.852395,-31.972862
00:0E:58:FF:6E:FA,9,4,2,,
CE:BA:7A:25:65:17,9,4,1,,
6C:1C:71:10:B6:4D,9,4,2,,
16:4A:1C:96:3E:9E,9,4,1,115.852395,-31.972862
1E:B2:3B:93:57:2C,9,4,1,115.852395,-31.972862
CE:FA:7A:D2:90:A3,9,4,1,115.852392,-31.972862
D6:58:C6:1E:C8:3B,9,4,1,115.852392,-31.972862
26:93:BF:8E:3C:29,9,4,1,115.852393,-31.97286
7A:50:32:19:EE:38,9,4,1,115.852393,-31.97286
FE:ED:00:11:71:C1,9,4,1,115.852393,-31.97286
72:14:C9:CC:96:90,9,4,1,115.852393,-31.97286
D6:7F:0C:57:14:9F,9,4,1,115.852393,-31.97286
42:67:B5:EE:A0:B8,9,4,1,115.852393,-31.97286
42:A4:2D:F1:28:01,9,4,1,115.852393,-31.97286
76:BB:FB:9D:8D:B8,9,4,1,115.852393,-31.97286
42:CD:BD:A6:AF:93,9,4,1,115.852393,-31.97286
76:D3:57:1D:B4:30,9,4,1,115.852393,-31.97286
FA:0A:8F:FB:24:07,9,4,1,115.852397,-31.972855
D2:FB:7E:AB:A2:4E,9,4,1,115.852397,-31.972855
5E:47:7E:3A:EE:B2,9,4,1,115.852395,-31.972855
C2:65:00:86:A0:13,9,4,1,115.852382,-31.972872
C2:65:00:86:A0:13,9,4,1,115.852382,-31.972872
8A:06:3D:D1:A5:6E,9,4,1,,
88:26:AE:2A:84:78,9,4,1,115.852373,-31.972867
0A:0D:C3:C2:18:73,9,4,1,115.85239,-31.972852
FE:EB:91:16:42:71,9,4,1,115.852385,-31.972855
1E:99:A8:E2:27:60,9,4,1,115.852385,-31.972855
DA:76:45:8A:8E:D8,9,4,1,115.852385,-31.972855
5E:0B:0F:FA:B9:85,9,4,1,115.852383,-31.972858
7A:97:4A:0B:DB:F1,9,4,1,115.852382,-31.97286
FA:E4:5F:F3:C3:BF,9,4,1,115.852383,-31.972858
4E:24:B2:8B:A2:27,9,4,1,115.852382,-31.97286
B2:89:AC:4A:62:7A,9,4,1,,
3A:F2:76:63:7C:34,9,4,1,,
BC:32:5F:28:9C:28,9,4,2,,
38:E7:C0:B7:D4:5E,9,4,1,,
02:0A:C7:81:B4:BD,9,4,1,,
16:92:39:4F:09:F0,9,4,1,115.852375,-31.972865
82:1A:71:D5:B1:05,9,4,1,115.852377,-31.972863
0A:9D:19:8F:4E:E4,9,4,1,115.852375,-31.972865
4A:2B:5E:67:3A:61,9,4,1,115.852373,-31.972867
7A:60:B1:B0:11:63,9,4,1,115.852447,-31.97286
7A:60:B1:B0:11:63,9,4,1,115.852447,-31.97286
7A:60:B1:B0:11:63,9,4,1,115.852447,-31.972827
7A:60:B1:B0:11:63,9,4,1,115.85242,-31.97285
7A:60:B1:B0:11:63,9,4,1,115.852478,-31.972807
7A:60:B1:B0:11:63,9,4,1,115.852413,-31.972865
7A:60:B1:B0:11:63,9,4,1,115.852272,-31.97288
0E:AF:4B:A6:14:98,9,4,2,115.852298,-31.97291
0E:AF:4B:A6:14:98,9,4,2,115.852482,-31.972853
0E:AF:4B:A6:14:98,9,4,2,115.852427,-31.972805
0E:AF:4B:A6:14:98,9,4,2,115.852388,-31.972843
0E:AF:4B:A6:14:98,9,4,2,115.852485,-31.972825
0E:AF:4B:A6:14:98,9,4,2,115.85228,-31.972907
C2:1B:D4:35:E4:5B,9,4,1,115.852373,-31.972867
BA:24:B5:A5:74:F4,9,4,1,115.85237,-31.972863
DA:AF:76:30:63:77,9,4,1,115.85237,-31.972863
EA:64:74:9F:C1:26,9,4,1,115.85237,-31.972863
0A:5A:BD:A6:51:1D,9,4,1,115.85237,-31.972863
F2:A1:3E:A0:4B:5D,9,4,1,115.852367,-31.972867
5E:A3:6C:5D:B3:77,9,4,9,115.852383,-31.972857
5E:A3:6C:5D:B3:77,9,4,9,115.852405,-31.972873
5E:A3:6C:5D:B3:77,9,4,9,115.85247,-31.972833
5E:A3:6C:5D:B3:77,9,4,9,115.85242,-31.972887
5E:A3:6C:5D:B3:77,9,4,9,115.852388,-31.972843
5E:A3:6C:5D:B3:77,9,4,9,115.852315,-31.97289
5E:A3:6C:5D:B3:77,9,4,9,115.852445,-31.972837
5E:A3:6C:5D:B3:77,9,4,9,115.85245,-31.972835
5E:A3:6C:5D:B3:77,9,4,9,115.852273,-31.972878
0E:C5:93:69:64:EB,9,4,1,,
78:A0:51:60:B1:03,9,4,1,,
28:92:4A:AB:94:C1,9,4,1,,
68:07:15:64:79:0E,9,4,6,,
36:DF:97:F2:79:7F,9,4,1,115.852382,-31.972858
32:5F:43:BB:3A:25,9,4,1,,
D6:1C:D9:E2:46:50,9,4,1,115.852382,-31.972858
58:03:FB:CD:5F:8D,9,4,1,,
8A:62:E9:63:45:FE,9,4,1,115.852383,-31.972857
9A:C9:00:A1:5E:0F,9,4,1,115.852383,-31.972857
52:15:B2:92:44:CB,9,4,1,115.852383,-31.972857
F2:F9:7F:98:50:3A,9,4,1,115.852383,-31.972857
DA:91:2A:06:01:42,9,4,1,115.852383,-31.972857
96:F7:F1:4C:E7:B7,9,4,1,,
3E:A7:A7:61:63:07,9,4,1,,
66:E4:08:A6:BE:FB,9,4,1,115.852383,-31.972857
A6:4C:37:3E:2D:26,9,4,1,115.852387,-31.972858
D6:9C:3D:75:15:35,9,4,1,115.852387,-31.972858
F2:EE:E6:2D:79:F4,9,4,1,115.852387,-31.972858
82:08:55:23:4B:DE,9,4,1,115.852388,-31.972857
